17	0	280	141	2
17	0	328	141	2
17	0	312	141	0
17	0	344	141	6
17	0	360	141	4
17	0	376	141	5
17	0	392	141	5
17	0	408	141	0
17	0	424	141	6
17	0	440	141	3
17	0	456	141	4
17	0	472	141	2
17	0	488	141	2
17	0	504	141	2
17	0	88	157	4
17	0	104	157	4
17	0	120	157	2
17	0	168	157	4
17	0	184	157	6
17	0	200	157	4
17	0	216	157	0
17	0	232	157	2
17	0	264	157	1
17	0	248	157	0
17	0	280	157	6
17	0	296	157	4
17	0	312	157	2
17	0	328	157	7
17	0	360	157	6
17	0	376	157	3
17	0	408	157	4
17	0	424	157	0
17	0	440	157	0
17	0	488	157	2
17	0	504	157	6
17	0	104	173	7
17	0	120	173	4
17	0	136	173	4
17	0	168	173	4
17	0	184	173	5
17	0	200	173	2
17	0	216	173	6
17	0	232	173	2
17	0	248	173	6
17	0	264	173	5
17	0	280	173	7
17	0	296	173	0
17	0	312	173	2
17	0	344	173	6
17	0	360	173	6
17	0	392	173	6
17	0	424	173	3
17	0	440	173	6
17	0	456	173	4
17	0	472	173	1
17	0	488	173	7
17	0	504	173	5
17	0	72	189	6
17	0	104	189	0
17	0	120	189	6
17	0	136	189	0
17	0	152	189	2
17	0	184	189	0
17	0	200	189	2
17	0	168	189	2
17	0	216	189	6
17	0	232	189	3
17	0	248	189	4
17	0	264	189	0
17	0	280	189	3
17	0	296	189	6
17	0	312	189	2
17	0	328	189	6
17	0	344	189	5
17	0	360	189	7
17	0	376	189	3
17	0	392	189	6
17	0	424	189	4
17	0	456	189	0
17	0	472	189	1
17	0	488	189	3
17	0	504	189	4
17	0	72	205	6
17	0	88	205	2
17	0	136	205	2
17	0	152	205	2
17	0	104	205	4
17	0	120	205	4
17	0	168	205	3
17	0	184	205	2
17	0	200	205	5
17	0	216	205	4
17	0	264	205	4
17	0	248	205	2
17	0	280	205	3
17	0	296	205	4
17	0	312	205	2
17	0	328	205	6
17	0	344	205	3
17	0	360	205	2
17	0	376	205	6
17	0	408	205	5
17	0	424	205	2
17	0	72	221	7
17	0	88	221	2
17	0	136	221	2
17	0	152	221	2
17	0	120	221	0
17	0	168	221	5
17	0	184	221	2
17	0	200	221	0
17	0	216	221	6
17	0	248	221	0
17	0	264	221	6
17	0	280	221	6
17	0	296	221	0
17	0	312	221	2
17	0	344	221	7
17	0	360	221	2
17	0	376	221	5
17	0	424	221	3
17	0	408	221	1
17	0	72	237	2
17	0	88	237	5
17	0	120	237	0
17	0	152	237	5
17	0	136	237	3
17	0	168	237	3
17	0	184	237	3
17	0	200	237	3
17	0	216	237	6
17	0	248	237	6
17	0	232	237	2
17	0	264	237	1
17	0	280	237	0
17	0	296	237	1
17	0	312	237	2
17	0	328	237	1
17	0	344	237	4
17	0	360	237	6
17	0	376	237	3
17	0	392	237	1
17	0	408	237	0
17	0	424	237	2
17	0	72	253	0
17	0	88	253	0
17	0	104	253	2
17	0	120	253	5
17	0	136	253	5
17	0	152	253	0
17	0	168	253	2
17	0	184	253	2
17	0	200	253	4
17	0	216	253	4
17	0	248	253	3
17	0	232	253	1
17	0	264	253	7
17	0	280	253	7
17	0	296	253	7
17	0	312	253	2
17	0	120	269	2
17	0	72	269	6
17	0	88	269	6
17	0	104	269	6
17	0	136	269	1
17	0	152	269	0
17	0	168	269	0
17	0	184	269	5
17	0	216	269	0
17	0	232	269	2
17	0	200	269	6
17	0	248	269	1
17	0	264	269	1
17	0	280	269	7
17	0	296	269	2
17	0	312	269	2
17	0	72	285	7
17	0	120	285	1
17	0	88	285	3
17	0	104	285	3
17	0	136	285	0
17	0	152	285	2
17	0	168	285	6
17	0	184	285	1
17	0	200	285	5
17	0	216	285	2
17	0	232	285	0
17	0	248	285	5
17	0	264	285	3
17	0	280	285	3
17	0	296	285	7
17	0	312	285	5
17	0	72	301	6
17	0	88	301	4
17	0	104	301	1
17	0	120	301	0
17	0	136	301	2
17	0	152	301	5
17	0	168	301	1
17	0	184	301	0
17	0	216	301	2
17	0	200	301	6
17	0	232	301	4
17	0	248	301	3
17	0	264	301	2
17	0	280	301	2
17	0	296	301	7
17	0	312	301	2
17	0	328	301	7
17	0	344	301	6
17	0	360	301	4
17	0	376	301	0
17	0	392	301	0
17	0	408	301	0
17	0	72	317	0
17	0	88	317	6
17	0	104	317	1
17	0	120	317	3
17	0	136	317	6
17	0	152	317	2
17	0	184	317	0
17	0	200	317	6
17	0	216	317	4
17	0	248	317	2
17	0	264	317	2
17	0	296	317	4
17	0	312	317	0
17	0	328	317	2
17	0	344	317	0
17	0	360	317	1
17	0	280	317	2
17	0	392	317	0
17	0	408	317	0
17	0	72	333	7
17	0	88	333	5
17	0	104	333	2
17	0	120	333	2
17	0	136	333	5
17	0	152	333	0
17	0	216	333	2
17	0	264	333	1
17	0	280	333	3
17	0	296	333	4
17	0	312	333	3
17	0	328	333	4
17	0	360	333	2
17	0	392	333	4
17	0	408	333	4
17	0	72	349	2
17	0	88	349	5
17	0	104	349	2
17	0	120	349	7
17	0	136	349	3
17	0	152	349	2
17	0	184	349	0
17	0	216	349	2
17	0	248	349	2
17	0	264	349	2
17	0	200	349	6
17	0	232	349	6
17	0	280	349	5
17	0	296	349	4
17	0	312	349	3
17	0	328	349	1
17	0	344	349	5
17	0	360	349	4
17	0	392	349	5
17	0	408	349	4
17	0	376	349	4
17	0	72	365	6
17	0	88	365	1
17	0	104	365	0
17	0	136	365	0
17	0	120	365	1
17	0	152	365	7
17	0	168	365	2
17	0	184	365	7
17	0	200	365	4
17	0	216	365	2
17	0	232	365	6
17	0	248	365	2
17	0	296	365	2
17	0	280	365	5
17	0	264	365	7
17	0	328	365	3
17	0	344	365	3
17	0	360	365	5
17	0	392	365	3
17	0	376	365	4
17	0	408	365	4
17	0	72	381	0
17	0	88	381	2
17	0	104	381	0
17	0	120	381	3
17	0	184	381	3
17	0	136	381	4
17	0	152	381	4
17	0	168	381	4
17	0	200	381	4
17	0	216	381	2
17	0	232	381	4
17	0	248	381	2
17	0	264	381	4
17	0	280	381	0
17	0	296	381	3
17	0	312	381	2
17	0	328	381	4
17	0	344	381	4
17	0	360	381	3
17	0	376	381	4
17	0	408	381	4
17	0	392	381	4
18	0	416	248	door_5	1	2	151
18	0	464	312	door_6	1	2	152
2	0	576	264	16	16	teletransporter	0	2	66	_side
8	0	472	93	torch	3	0	entities/torch	item#lamp
17	0	472	157	4
8	0	232	317	torch_2	3	0	entities/torch	item#lamp
8	0	184	333	torch_3	3	0	entities/torch	item#lamp
8	0	136	157	torch_4	3	0	entities/torch	item#lamp
8	0	232	93	torch_5	3	0	entities/torch	item#lamp
17	0	248	125	4
17	0	264	125	6
8	0	232	205	torch_6	3	0	entities/torch	item#lamp
17	0	408	189	2
0	1	528	192	8	96	418
0	1	16	16	24	24	45
0	1	40	16	496	24	49
0	1	16	40	24	368	51
0	1	536	16	24	24	46
0	1	536	40	24	368	50
0	1	536	408	24	24	48
0	1	16	408	24	24	47
0	1	40	408	496	24	52
0	1	528	256	8	32	308
0	2	0	0	576	16	170
0	2	0	16	16	416	170
0	2	560	16	16	416	170
0	2	0	432	576	16	170
