4	0	128	165	0	_random	1	-1
4	0	96	181	0	_random	1	-1
4	0	112	181	0	_random	1	-1
4	0	128	181	0	_random	1	-1
4	0	144	53	0	_random	1	-1
4	0	144	69	0	_random	1	-1
4	0	160	69	0	_random	1	-1
4	0	160	53	0	_random	1	-1
4	0	176	53	0	_random	1	-1
4	0	176	69	0	_random	1	-1
4	0	144	85	0	_random	1	-1
4	0	160	85	0	_random	1	-1
4	0	176	85	0	_random	1	-1
4	0	144	101	0	_random	1	-1
4	0	144	117	0	_random	1	-1
4	0	160	117	0	_random	1	-1
4	0	160	101	0	_random	1	-1
4	0	176	101	0	_random	1	-1
4	0	176	117	0	_random	1	-1
4	0	144	133	0	_random	1	-1
4	0	160	133	0	_random	1	-1
4	0	176	133	0	_random	1	-1
4	0	192	53	0	_random	1	-1
4	0	192	69	0	_random	1	-1
4	0	208	69	0	_random	1	-1
4	0	208	53	0	_random	1	-1
4	0	224	53	0	_random	1	-1
4	0	224	69	0	_random	1	-1
4	0	192	85	0	_random	1	-1
4	0	208	85	0	_random	1	-1
4	0	224	85	0	_random	1	-1
4	0	192	101	0	_random	1	-1
4	0	192	117	0	_random	1	-1
4	0	208	117	0	_random	1	-1
4	0	208	101	0	_random	1	-1
4	0	224	101	0	_random	1	-1
4	0	224	117	0	_random	1	-1
4	0	192	133	0	_random	1	-1
4	0	208	133	0	_random	1	-1
4	0	224	133	0	_random	1	-1
4	0	160	149	0	_random	1	-1
4	0	160	165	0	_random	1	-1
4	0	176	165	0	_random	1	-1
4	0	176	149	0	_random	1	-1
4	0	192	149	0	_random	1	-1
4	0	192	165	0	_random	1	-1
4	0	160	181	0	_random	1	-1
4	0	176	181	0	_random	1	-1
4	0	192	181	0	_random	1	-1
4	0	208	149	0	_random	1	-1
4	0	208	165	0	_random	1	-1
4	0	224	165	0	_random	1	-1
4	0	224	149	0	_random	1	-1
4	0	240	149	0	_random	1	-1
4	0	240	165	0	_random	1	-1
4	0	208	181	0	_random	1	-1
4	0	224	181	0	_random	1	-1
4	0	240	181	0	_random	1	-1
4	0	240	53	0	_random	1	-1
4	0	240	69	0	_random	1	-1
4	0	256	69	0	_random	1	-1
4	0	256	53	0	_random	1	-1
4	0	272	53	0	_random	1	-1
4	0	272	69	0	_random	1	-1
4	0	240	85	0	_random	1	-1
4	0	256	85	0	_random	1	-1
4	0	272	85	0	_random	1	-1
4	0	240	101	0	bottle_1	1	10
4	0	240	117	0	_random	1	-1
4	0	256	117	0	_random	1	-1
4	0	256	101	0	_random	1	-1
4	0	272	101	0	_random	1	-1
4	0	272	117	0	_random	1	-1
4	0	240	133	0	_random	1	-1
4	0	256	133	0	_random	1	-1
4	0	272	133	0	_random	1	-1
4	0	256	149	0	_random	1	-1
4	0	256	165	0	_random	1	-1
4	0	272	149	0	_random	1	-1
4	0	272	165	0	_random	1	-1
4	0	272	181	0	_random	1	-1
4	0	272	197	0	_random	1	-1
4	0	256	181	0	_random	1	-1
4	0	160	197	0	_random	1	-1
4	0	176	197	0	_random	1	-1
4	0	192	197	0	_random	1	-1
4	0	208	197	0	_random	1	-1
4	0	224	197	0	_random	1	-1
4	0	240	197	0	_random	1	-1
4	0	256	197	0	_random	1	-1
4	0	48	197	0	_random	1	-1
4	0	64	197	0	_random	1	-1
4	0	80	197	0	_random	1	-1
4	0	96	197	0	_random	1	-1
4	0	112	197	0	_random	1	-1
4	0	128	197	0	_random	1	-1
2	0	136	224	16	16	teletransporter	0	1	1	pot_house_out
0	2	112	216	64	8	263
0	2	128	216	32	8	153
0	2	0	0	16	240	170
0	2	304	0	16	240	170
0	2	16	224	288	16	170
0	2	16	0	288	16	170
